,antecedente,consecuente,Jaccard,Coseno,Phi,Kappa
87,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
88,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
89,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
90,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
91,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
92,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
93,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
94,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
95,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
96,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
97,diabetes = No ,heart_disease = No ,0.9004267967380534,0.9478757664199697,1.1744926842303869,1.1612054934855622
98,diabetes = No ,heart_disease = No ,0.9004267967380534,0.9478757664199697,1.1744926842303869,1.1612054934855622
99,hypertension = No ,heart_disease = No ,0.9040735208486291,0.9497816849139022,1.125979332808538,1.1192623426038286
100,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
101,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
102,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
103,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
104,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
105,diabetes = No ,hypertension = No ∧ heart_disease = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
106,diabetes = No ,heart_disease = No ,0.9004267967380534,0.9478757664199697,1.1744926842303869,1.1612054934855622
107,diabetes = No ,heart_disease = No ,0.9004267967380534,0.9478757664199697,1.1744926842303869,1.1612054934855622
108,diabetes = No ,heart_disease = No ,0.9004267967380534,0.9478757664199697,1.1744926842303869,1.1612054934855622
109,hypertension = No ,heart_disease = No ,0.9040735208486291,0.9497816849139022,1.125979332808538,1.1192623426038286
110,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
111,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
112,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
113,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
114,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
115,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
116,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
117,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
118,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
119,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
