,regla,Cassual-supp,Cassual-conf,Max-conf,solucion,semilla
10,"('location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ', 'gender = Female ∧ age = [60] ∧ smoking_history = not current ')",0.9700796288168537,0.9850390639696016,1.0,Mejor_Max-conf,0
11,"('gender = Female ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ race = Other ', 'age = [20, 59] ∧ hypertension = Si ∧ bmi = [18.49] ∧ diabetes = Si ')",1.0,0.0,0.0,Rodilla,0
12,"('gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ heart_disease = Si ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [80, 159] ', 'bmi = [18.49] ∧ diabetes = Si ∧ race = Asian ')",0.9999623800865258,0.0,0.0,Mejor_Cassual-supp,0
13,"('gender = Female ∧ age = [60] ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ bmi = [30] ∧ hbA1c_level = [5.7, 6.4] ', 'blood_glucose_level = [80, 159] ∧ race = Asian ')",0.8384977114552636,0.9192458177622833,1.0,Mejor_Cassual-conf,0
14,"('gender = Female ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Caucasian ', 'age = [10, 19] ∧ location = Wisconsin ∧ bmi = [18.49] ∧ hbA1c_level = [6.5] ')",0.9751833970781867,0.5002525252525253,1.0,Mejor_Max-conf,0
15,"('gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ heart_disease = Si ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [80, 159] ', 'bmi = [18.49] ∧ diabetes = Si ∧ race = Asian ')",0.9999623800865258,0.0,0.0,Rodilla,0
16,"('age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ∧ race = Caucasian ', 'gender = Female ∧ hypertension = No ∧ heart_disease = Si ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ')",0.9995736409806257,0.0,0.0,Mejor_Cassual-supp,0
17,"('age = [60] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Caucasian ', 'gender = Female ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ')",0.9753965765878738,0.9876981340288924,1.0,Mejor_Cassual-conf,0
18,"('age = [60] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Caucasian ', 'gender = Female ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ')",0.9753965765878738,0.9876981340288924,1.0,Mejor_Max-conf,0
19,"('age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ∧ race = Caucasian ', 'gender = Female ∧ hypertension = No ∧ heart_disease = Si ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ')",0.9995736409806257,0.0,0.0,Rodilla,0
20,"('gender = Female ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [30] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ∧ race = Asian ', 'age = [0, 9] ∧ location = Wisconsin ')",0.9990720421343031,0.4995422853130016,0.0,Mejor_Cassual-supp,0
21,"('gender = Female ∧ location = Wisconsin ∧ hypertension = Si ∧ smoking_history = not current ∧ hbA1c_level = [6.5] ', 'age = [20, 59] ∧ bmi = [30] ')",0.8431249608125901,0.9215585457920016,1.0,Mejor_Cassual-conf,0
22,"('gender = Female ∧ location = Wisconsin ∧ hypertension = Si ∧ smoking_history = not current ∧ hbA1c_level = [6.5] ', 'age = [20, 59] ∧ bmi = [30] ')",0.8431249608125901,0.9215585457920016,1.0,Mejor_Max-conf,0
23,"('gender = Female ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [30] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ∧ race = Asian ', 'age = [0, 9] ∧ location = Wisconsin ')",0.9990720421343031,0.4995422853130016,0.0,Rodilla,0
24,"('gender = Female ∧ hypertension = Si ∧ smoking_history = not current ∧ bmi = [18.49] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [80, 159] ∧ race = Hispanic ', 'age = [0, 9] ∧ location = Wisconsin ')",0.9985579033168224,0.0,0.0,Mejor_Cassual-supp,0
25,"('gender = Female ∧ location = Wisconsin ∧ bmi = [30] ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ∧ race = AfricanAmerican ', 'age = [60] ∧ hypertension = No ∧ smoking_history = not current ')",0.9330616339582419,0.966530397271268,1.0,Mejor_Cassual-conf,0
26,"('gender = Female ∧ location = Wisconsin ∧ bmi = [30] ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ∧ race = AfricanAmerican ', 'age = [60] ∧ hypertension = No ∧ smoking_history = not current ')",0.9330616339582419,0.966530397271268,1.0,Mejor_Max-conf,0
27,"('gender = Female ∧ hypertension = Si ∧ smoking_history = not current ∧ bmi = [18.49] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [80, 159] ∧ race = Hispanic ', 'age = [0, 9] ∧ location = Wisconsin ')",0.9985579033168224,0.0,0.0,Rodilla,0
28,"('hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [160, 199] ∧ race = AfricanAmerican ', 'gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ diabetes = Si ')",0.9997617405479967,0.49999372859884356,0.0,Mejor_Cassual-supp,0
29,"('age = [20, 59] ∧ location = Wisconsin ∧ hypertension = Si ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [80, 159] ∧ race = AfricanAmerican ', 'gender = Female ∧ bmi = [18.5, 24.99] ')",0.9246723932534955,0.9623352519970405,1.0,Mejor_Cassual-conf,0
30,"('age = [20, 59] ∧ location = Wisconsin ∧ hypertension = Si ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [80, 159] ∧ race = AfricanAmerican ', 'gender = Female ∧ bmi = [18.5, 24.99] ')",0.9246723932534955,0.9623352519970405,1.0,Mejor_Max-conf,0
31,"('hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [160, 199] ∧ race = AfricanAmerican ', 'gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ diabetes = Si ')",0.9997617405479967,0.49999372859884356,0.0,Rodilla,0
32,"('gender = Female ∧ age = [60] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ∧ race = Asian ', 'hypertension = Si ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ∧ blood_glucose_level = [160, 199] ')",0.999824440403787,0.49999372899212363,0.0,Mejor_Cassual-supp,0
33,"('location = Wisconsin ∧ hypertension = Si ∧ hbA1c_level = [6.5] ∧ diabetes = No ∧ race = Caucasian ', 'gender = Female ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ')",0.9147281961251489,0.9573635634028892,1.0,Mejor_Cassual-conf,0
34,"('location = Wisconsin ∧ hypertension = Si ∧ hbA1c_level = [6.5] ∧ diabetes = No ∧ race = Caucasian ', 'gender = Female ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ')",0.9147281961251489,0.9573635634028892,1.0,Mejor_Max-conf,0
35,"('gender = Female ∧ age = [60] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ∧ race = Asian ', 'hypertension = Si ∧ smoking_history = not current ∧ bmi = [18.5, 24.99] ∧ blood_glucose_level = [160, 199] ')",0.999824440403787,0.49999372899212363,0.0,Rodilla,0
36,"('gender = Female ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [18.49] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [80, 159] ', 'age = [0, 9] ∧ smoking_history = not current ∧ diabetes = No ∧ race = AfricanAmerican ')",1.0,0.0,0.0,Mejor_Cassual-supp,0
37,"('gender = Female ∧ age = [10, 19] ∧ smoking_history = not current ∧ hbA1c_level = [6.5] ∧ diabetes = No ∧ race = AfricanAmerican ', 'location = Wisconsin ∧ hypertension = No ')",0.9813906828014296,0.9906952247191011,1.0,Mejor_Cassual-conf,0
38,"('gender = Female ∧ age = [60] ∧ heart_disease = No ∧ bmi = [30] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ', 'location = Wisconsin ∧ hypertension = Si ∧ smoking_history = not current ∧ race = Asian ')",0.99092106088156,0.5006896551724138,1.0,Mejor_Max-conf,0
39,"('gender = Female ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [18.49] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [80, 159] ', 'age = [0, 9] ∧ smoking_history = not current ∧ diabetes = No ∧ race = AfricanAmerican ')",1.0,0.0,0.0,Rodilla,0
