,antecedente,consecuente,Cassual-supp,Cassual-conf,Max-conf
21,"age = [10, 19] ∧ location = Wisconsin ∧ hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
22,"age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
23,"age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
24,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
25,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
26,"age = [20, 59] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
27,"age = [20, 59] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
28,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8226471879114678,0.6978132562990846,0.9531565092901895
29,"gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ","smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
30,"gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ","smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
31,"gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ","smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
32,"gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ","smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
33,"age = [10, 19] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
34,"age = [10, 19] ∧ location = Wisconsin ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
35,gender = Female ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ diabetes = Si ,"hbA1c_level = [5.7, 6.4] ",0.5876857483227789,0.7938325328250211,1.0
36,"age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
37,"age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
38,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
39,"age = [20, 59] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
40,"age = [20, 59] ∧ location = Wisconsin ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
41,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
42,"gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ","smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
43,"gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ","smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
44,"gender = Female ∧ age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ diabetes = No ","smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
45,"age = [10, 19] ∧ location = Wisconsin ∧ hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
46,"age = [10, 19] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
47,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
48,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
49,"age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
50,"age = [10, 19] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
51,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5215123205216629,0.7107324261616605,0.9
52,"age = [20, 59] ∧ location = Wisconsin ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
53,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
54,gender = Female ∧ age = [60] ∧ location = Wisconsin ∧ heart_disease = No ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Caucasian ,"smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
55,gender = Female ∧ age = [60] ∧ location = Wisconsin ∧ heart_disease = No ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Caucasian ,"smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
56,"age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
57,"age = [10, 19] ∧ location = Wisconsin ∧ hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
58,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876857483227789,0.7105002988918012,0.8333333333333334
59,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876857483227789,0.7105002988918012,0.8333333333333334
60,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
61,"age = [10, 19] ∧ location = Wisconsin ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
62,"age = [10, 19] ∧ location = Wisconsin ∧ hbA1c_level = [5.7, 6.4] ∧ blood_glucose_level = [200] ∧ race = Other ","gender = Female ∧ smoking_history = not current ∧ bmi = [25, 29.99] ",0.9176123894915041,0.9588056781701444,1.0
63,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5215123205216629,0.7107324261616605,0.9
64,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
65,gender = Female ∧ age = [60] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ blood_glucose_level = [200] ∧ diabetes = No ∧ race = Caucasian ,"smoking_history = not current ∧ bmi = [25, 29.99] ",0.8203398332183836,0.9101676636193772,1.0
66,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
67,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
68,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876857483227789,0.7105002988918012,0.8333333333333334
69,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876857483227789,0.7105002988918012,0.8333333333333334
70,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
71,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
72,"age = [0, 9] ∧ location = Wisconsin ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
73,"age = [0, 9] ∧ location = Wisconsin ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
74,"age = [20, 59] ∧ location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Asian ","gender = Female ∧ blood_glucose_level = [80, 159] ",0.5214747006081886,0.7607223476297968,1.0
75,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
76,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
77,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
78,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
79,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
80,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
81,"location = Wisconsin ∧ hypertension = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ diabetes = Si ","hbA1c_level = [5.7, 6.4] ",0.5876982882939369,0.722408745785304,0.8571428571428571
82,"age = [0, 9] ∧ location = Wisconsin ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
83,"age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
84,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
85,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
86,"gender = Female ∧ age = [20, 59] ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
87,"age = [0, 9] ∧ location = Wisconsin ∧ heart_disease = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
88,"age = [0, 9] ∧ location = Wisconsin ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
89,"age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
90,"age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
91,"age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
92,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
93,"gender = Female ∧ age = [20, 59] ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [80, 159] ∧ race = Other ","hypertension = No ∧ hbA1c_level = [5.7, 6.4] ∧ diabetes = No ",0.6432754404664869,0.8216354835473515,1.0
94,"age = [0, 9] ∧ location = Wisconsin ∧ heart_disease = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
95,"age = [0, 9] ∧ location = Wisconsin ∧ heart_disease = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
96,"age = [0, 9] ∧ location = Wisconsin ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
97,"age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
98,"age = [0, 9] ∧ location = Wisconsin ∧ hypertension = No ∧ heart_disease = No ∧ bmi = [18.5, 24.99] ∧ diabetes = No ∧ race = Asian ","hbA1c_level = [5.7, 6.4] ",0.587723368236253,0.7938435877498808,1.0
99,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
100,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
101,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
102,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
103,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
104,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
105,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
106,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
107,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
108,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
109,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
110,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
111,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
112,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
113,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
114,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
115,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
116,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
117,"age = [60] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [160, 199] ∧ race = Caucasian ","bmi = [25, 29.99] ",0.5431186908270111,0.7715507511725315,1.0
118,"age = [60] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [160, 199] ∧ race = Caucasian ","bmi = [25, 29.99] ",0.5431186908270111,0.7715507511725315,1.0
