,antecedente,consecuente,Jaccard,Coseno,Phi,Kappa
41,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
42,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
43,hypertension = No ∧ heart_disease = No ,diabetes = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
44,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
45,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
46,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
47,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
48,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
49,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
50,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
51,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
52,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
53,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
54,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
55,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
56,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
57,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
58,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
59,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
60,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
61,heart_disease = No ,gender = Female ,0.5831684694637856,0.7594850472273599,1.077792113475652,1.035400731008405
62,heart_disease = No ,gender = Female ,0.5831684694637856,0.7594850472273599,1.077792113475652,1.035400731008405
63,heart_disease = No ,gender = Female ,0.5831684694637856,0.7594850472273599,1.077792113475652,1.035400731008405
64,hypertension = No ∧ heart_disease = No ,diabetes = No ,0.8669682673043367,0.928801358803584,1.247570336680425,1.2458673376279215
65,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
66,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
67,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
68,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
69,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8140571383494825,0.8990329359797151,1.2829363459614633,1.2562872353117975
70,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
71,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
72,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
73,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
74,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
75,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
76,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
77,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
78,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
79,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
80,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
81,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
82,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
83,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
84,heart_disease = No ,gender = Female ,0.5831684694637856,0.7594850472273599,1.077792113475652,1.035400731008405
85,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
86,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
87,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
88,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
89,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
90,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
91,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
92,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
93,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
94,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
95,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
96,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
97,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
98,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
99,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
100,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
101,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
102,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
103,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
104,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
105,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
106,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
107,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
108,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
109,heart_disease = No ∧ diabetes = No ,hypertension = No ,0.8639308577095973,0.9271896779364583,1.2207227607398088,1.2154113040972507
110,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
111,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
112,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
113,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
114,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
115,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
116,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
117,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
118,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
119,"blood_glucose_level = [80, 159] ",diabetes = No ,0.8140571383494825,0.8990329359797151,1.2829363459614636,1.2562872353117975
