,antecedente,consecuente,Cassual-supp,Cassual-conf,Max-conf
31,heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.582042761301649,0.6039862071207412,0.9260771901163978
32,heart_disease = No ,"age = [20, 59] ",0.5733901812025832,0.6639233051185529,0.9830054682004855
33,"age = [20, 59] ∧ bmi = [18.49] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
34,"age = [20, 59] ∧ bmi = [18.49] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [160, 199] ∧ diabetes = No ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
35,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
36,"age = [20, 59] ∧ bmi = [18.49] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [160, 199] ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
37,"age = [20, 59] ∧ bmi = [18.49] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [160, 199] ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
38,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
39,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
40,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
41,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
42,heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.582042761301649,0.6039862071207412,0.9260771901163978
43,hypertension = No ∧ heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.5851275942065334,0.5920165537544877,0.8855988927461258
44,hypertension = No ∧ heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.5851275942065334,0.5920165537544877,0.8855988927461258
45,diabetes = No ,hypertension = No ,0.8829393692394507,0.593955270891722,0.941589744994385
46,diabetes = No ,hypertension = No ,0.8829393692394507,0.593955270891722,0.941589744994385
47,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
48,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
49,"age = [20, 59] ∧ bmi = [18.49] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [160, 199] ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
50,"age = [20, 59] ∧ bmi = [18.49] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [160, 199] ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
51,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
52,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
53,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
54,hypertension = No ∧ heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.5851275942065334,0.5920165537544877,0.8855988927461258
55,hypertension = No ∧ heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.5851275942065334,0.5920165537544877,0.8855988927461258
56,diabetes = No ,hypertension = No ,0.8829393692394507,0.593955270891722,0.941589744994385
57,diabetes = No ,hypertension = No ,0.8829393692394507,0.593955270891722,0.941589744994385
58,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
59,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
60,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
61,"age = [20, 59] ∧ heart_disease = No ∧ bmi = [18.49] ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [160, 199] ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
62,"age = [20, 59] ∧ smoking_history = not current ∧ bmi = [18.49] ∧ blood_glucose_level = [160, 199] ",gender = Female ∧ hypertension = No ,0.456893849144147,0.728402648873727,1.0
63,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
64,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
65,hypertension = No ∧ heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.5851275942065334,0.5920165537544877,0.8855988927461258
66,hypertension = No ∧ heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.5851275942065334,0.5920165537544877,0.8855988927461258
67,hypertension = No ∧ heart_disease = No ∧ diabetes = No ,"age = [20, 59] ",0.5851275942065334,0.5920165537544877,0.8855988927461258
68,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8226471879114678,0.6978132562990846,0.9531565092901895
69,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
70,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
71,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
72,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ race = Caucasian ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.78715906953414,0.8935728618008527,1.0
73,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ race = Caucasian ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.78715906953414,0.8935728618008527,1.0
74,diabetes = No ,hbA1c_level = [5.6] ,0.463326854348235,0.7069421238598702,1.0
75,"heart_disease = No ∧ bmi = [25, 29.99] ∧ diabetes = No ",age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.6] ∧ race = AfricanAmerican ,0.589993103015863,0.5002253530131772,0.7
76,"heart_disease = No ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ",age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.6] ∧ race = AfricanAmerican ,0.6526553388927205,0.5002648062483253,0.6666666666666666
77,diabetes = No ,hypertension = No ,0.8829393692394507,0.593955270891722,0.941589744994385
78,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8226471879114678,0.6978132562990846,0.9531565092901895
79,diabetes = No ,"blood_glucose_level = [80, 159] ",0.8226471879114678,0.6978132562990846,0.9531565092901895
80,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
81,diabetes = No ,"hypertension = No ∧ blood_glucose_level = [80, 159] ",0.7862812715530755,0.7279576049602721,0.9620000330147411
82,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ race = Caucasian ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.78715906953414,0.8935728618008527,1.0
83,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ race = Caucasian ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.78715906953414,0.8935728618008527,1.0
84,"heart_disease = No ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ",age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.6] ∧ race = AfricanAmerican ,0.6526553388927205,0.5002648062483253,0.6666666666666666
85,"hypertension = No ∧ heart_disease = No ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ",age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.6] ∧ race = AfricanAmerican ,0.670875916985391,0.5002306668139972,0.6
86,"hypertension = No ∧ heart_disease = No ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ",age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.6] ∧ race = AfricanAmerican ,0.670875916985391,0.5002306668139972,0.6
87,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.7871716095052982,0.7373458057921208,0.6875
88,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ diabetes = No ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.7871716095052982,0.7373458057921208,0.6875
89,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ diabetes = No ∧ race = AfricanAmerican ",hypertension = No ∧ bmi = [18.49] ,0.9155432942504232,0.7077768581568289,0.5
90,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ diabetes = No ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.7871716095052982,0.7373458057921208,0.6875
91,"age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ blood_glucose_level = [80, 159] ∧ race = Caucasian ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.78715906953414,0.7824689531007882,0.7777777777777778
92,"hypertension = No ∧ heart_disease = No ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ",age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.6] ∧ race = AfricanAmerican ,0.670875916985391,0.5002306668139972,0.6
93,"hypertension = No ∧ heart_disease = No ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ",age = [60] ∧ location = Wisconsin ∧ hbA1c_level = [5.6] ∧ race = AfricanAmerican ,0.670875916985391,0.5002306668139972,0.6
94,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ","hypertension = No ∧ bmi = [18.5, 24.99] ",0.7871716095052982,0.7373458057921208,0.6875
95,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ diabetes = No ∧ race = AfricanAmerican ",bmi = [18.49] ,0.9150166154617845,0.7075135121578069,0.5
96,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ diabetes = No ∧ race = AfricanAmerican ",hypertension = No ∧ bmi = [18.49] ,0.9155432942504232,0.7077768581568289,0.5
97,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ diabetes = No ∧ race = AfricanAmerican ",hypertension = No ∧ bmi = [18.49] ,0.9155432942504232,0.7077768581568289,0.5
98,"gender = Female ∧ age = [10, 19] ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = AfricanAmerican ",hypertension = No ∧ bmi = [18.49] ,0.9155432942504232,0.7077768581568289,0.5
99,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
100,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
101,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
102,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
103,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
104,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
105,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
106,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
107,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
108,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
109,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
110,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
111,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ blood_glucose_level = [80, 159] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
112,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
113,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
114,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
115,"location = Wisconsin ∧ hypertension = No ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
116,"location = Wisconsin ∧ heart_disease = Si ∧ bmi = [25, 29.99] ∧ diabetes = No ∧ race = Other ",gender = Female ∧ age = [60] ∧ smoking_history = not current ,0.9700796288168537,0.9850390639696016,1.0
117,"gender = Female ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [30] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [160, 199] ∧ race = Asian ","age = [20, 59] ∧ hypertension = Si ",0.9693523104896858,0.8596816568640975,0.75
118,"gender = Female ∧ heart_disease = No ∧ smoking_history = not current ∧ bmi = [30] ∧ hbA1c_level = [6.5] ∧ blood_glucose_level = [160, 199] ∧ race = Asian ","age = [20, 59] ∧ hypertension = Si ",0.9693523104896858,0.8596816568640975,0.75
119,gender = Female ∧ location = Wisconsin ∧ heart_disease = No ∧ smoking_history = not current ∧ hbA1c_level = [5.6] ∧ race = Other ,"age = [20, 59] ∧ hypertension = Si ∧ bmi = [18.49] ∧ diabetes = Si ",1.0,0.0,0.0
